EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
2,1,0.591836751,0.421205312,1,0,0,0,1,100,0.113976352,100,0,0,0,0,1,0,0,0,1,100,0.612622857,100,0,0,0,0,2,0,2,0,2,100,0.712352216,98.03921509,1,0.5,1,50,2,5,6.37E-07,1.59E-06,7,0.000223,0,0,0.000103,49266360,49266360,0.014247044,0.014247044,0.5,1.02E-06,-3.09E-31,2,2,0.0002849,0.0002849,49266360,49266360,0.014247044,0.014247044,0,3,30,1,0,1,1,1,1,3,0,0,1,1,21,1,1,1,4,0,0,1,1,2,1,1,4,7,1,3,2,5,1,3,0,1,1,100,3,0,0,1,2,2,2,2,2,2,1,1,1,3,0.75,0,0,0
93.04885864,0.97946167,0.049289621,0.26795283,95,182,8930,2.038074017,16,16.84210587,39.9487114,71.9158783,4374,0.489809632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,182,8930,2.038074017,16,16.84210587,39.9487114,71.9158783,4374,0.489809632,0,0,0,403,0,0.000128446,403,0.0128,0,0.033192,0.032388,6966605,49273380,0.100752085,0.014245015,0,0,-3.09E-31,1,2384.703125,0.00014245,0.339701295,6966605,49273380,0.100752085,0.014245015,0,1,43,1,1,1,0,1,1,10,0,9,1,1,36,1,1,1,3,0,0,1,0,0,1,1,3,4,0,9,3,3,1,2,0,1,1,0,0,43,0,0,100,100,100,0,0,0,1,1,1,0,0,0,0,0
52.63050461,0.956918299,0.203348696,0.549115062,52,85,2652,3.205128193,5,9.615385056,5.84128809,39.49903488,1283.5,0.483974367,0,0,3,1,6,16.66666603,2,66.66666412,39.69226456,67.18109131,2.5,0.416666657,0,0,55,219,2970,7.373737335,1,1.818181872,40.8890152,55.3519783,1375.5,0.463131309,16.66666603,0.56116724,3,149,9.56E-07,4.75E-05,152,0.00484,0,0.026108,0.023566,6985923,43627544,0.100473478,0.01608846,457.5307922,0.00092882,-3.09E-31,140.5766907,1805.654907,0.020025169,0.257215798,6985923,43627544,0.100473478,0.01608846,0,1,50,1,1,1,0,1,1,14,0,13,1,1,44,1,1,1,3,0,0,1,0,0,1,1,3,4,0,11,2,3,1,2,0,1,1,0,1,30,2,1,16,16,16,1,1,1,1,1,1,0,0,0,0,0
5.427432537,0.678429067,0.566262424,0.140889362,3,2,6,33.33333206,1,33.33333206,0.840575576,67.04545593,2,0.333333343,0,0,5,5,20,25,1,20,38.22481918,85.01267242,7.5,0.375,0,0,8,22,56,39.2857132,1,12.5,38.46701813,83.23058319,17,0.303571433,0,0,5,7,1.59E-06,2.23E-06,12,0.000382,0,0.000936,0.000931,6994001,43627536,0.100357436,0.016088463,0,0,-3.09E-31,142.4338226,1280.050293,0.020289719,0.182343349,6994001,43627536,0.100357436,0.016088463,0,1,40,1,1,1,0,1,1,11,0,10,1,1,34,1,1,1,4,0,0,1,0,0,1,1,3,4,0,8.5,2,3,1,2,0,1,1,0,0,2,5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2,1,0.5,0,2,0,2,0,2,100,0.783587396,94.82758331,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,0.783587396,94.82758331,1,0.5,0,0,0,4,0,1.27E-06,4,0.000127,0,0.00056,0.000602,6987204,49273380,0.100455061,0.014245015,0,0,-3.09E-31,1,1267.842529,0.00014245,0.180604354,6987204,49273380,0.100455061,0.014245015,0,0,34,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,10,0,0,0,0,0,0,0,7,11,0,1.91,2,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0.102493078,0.01758639,9,0,72,0,9,100,1.196751714,47.72727203,36,0.5,0,0,1,0,0,0,1,100,2.194044828,100,0,0,0,0,10,0,90,0,10,100,3.262573004,69.39393616,45,0.5,9,10,1,18,3.19E-07,5.74E-06,19,0.000606,0,0,0.00022,7032990,43628348,0.099801078,0.016088163,4.645433426,9.43E-06,-3.09E-31,117.6644897,574.0459595,0.016761323,0.081772931,7032990,43628348,0.099801078,0.016088163,0,1,64,1,3,1,0,3,1,11,0,10,1,3,52,1,3,3,6,0,0,1,0,0,3,3,6,7,0,7.43,5,6,1,5,0,3,1,0,2,9,0,1,0,0,0,1,0.666666667,0,1,1,1,0,0,0,0,0
3.334848404,0.666969657,0.652408421,0.101835109,2,0,2,0,2,100,0.213705659,78.94736481,1,0.5,0,0,3,2,6,33.33333206,1,33.33333206,37.66918182,92.28620911,2,0.333333343,0,0,5,7,20,35,1,20,37.66918182,91.67822266,6.5,0.324999988,1,5,4,7,1.27E-06,2.23E-06,11,0.000351,0,3.00E-06,0.000307,6997228,43627540,0.100311153,0.016088462,1,2.03E-06,-3.09E-31,140.7989197,1279.695679,0.020056827,0.182292834,6997228,43627540,0.100311153,0.016088462,0,1,64,1,4,1,0,4,1,7,0,6,1,4,51,1,4,4,6,0,0,1,0,0,4,4,6,7,0,7.29,6,6,1,5,0,4,1,0,1,1,2,1,1,0.25,0,1,1,1,1,1,1,0,0,0,0,0
36.88888931,0.996996999,0.034585413,0.054729387,37,3,1332,0.225225225,34,91.89189148,2.05157423,32.8767128,664.5,0.49887386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,1332,0.225225225,34,91.89189148,2.05157423,32.8767128,664.5,0.49887386,0,0,0,81,0,2.58E-05,81,0.00258,0,0.00056,0.00094,6951997,49273380,0.100963794,0.014245015,0,0,-3.09E-31,1,1297.427124,0.00014245,0.184818685,6951997,49273380,0.100963794,0.014245015,0,0,34,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,10,0,0,0,0,0,0,0,7,11,0,1.91,2,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.421528816,0.917361259,0.372483581,0.281364977,7,3,42,7.142857075,4,57.1428566,1.481692553,73.23943329,19.5,0.464285702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,42,7.142857075,4,57.1428566,1.481692553,73.23943329,19.5,0.464285702,0,0,0,37,0,1.18E-05,37,0.00118,0,0.000268,0.000523,6985269,49273380,0.100482889,0.014245015,0,0,-3.09E-31,1,1356.981934,0.00014245,0.193302274,6985269,49273380,0.100482889,0.014245015,0,3,65,2,0,1,1,7,1,3,0,0,1,6,22,1,6,7,16,0,1,2,6,10,7,6,16,33,9,0.67,10,25,2,17,0,6,1,66,2,0,0,2,7,4,2,3,1.666666667,1,2,1.166666667,1,1,0.375,0,0,0
6.409800529,0.801225066,0.511851788,0.295499682,5,1,20,5,4,80,0.683858097,72.72727203,9.5,0.474999994,0,0,3,3,6,50,1,33.33333206,36.70038605,62.22222137,1.5,0.25,0,0,8,13,56,23.2142849,1,12.5,36.97107697,61.69757462,21.5,0.383928567,5.5,9.821428299,11,20,3.51E-06,6.37E-06,31,0.000988,0,0,0.000145,49203188,43620524,0.014265336,0.016091049,14.90800858,3.03E-05,-3.09E-31,141.210022,8.333333969,0.020115389,0.001187085,49203188,43620524,0.014265336,0.016091049,0,3,44,1,0,1,0,3,1,3,0,0,1,3,23,1,3,3,6,0,1,1,3,5,3,3,6,15,5,1.53,6,11,1,7,0,3,1,0,4,0,1,1,7,5,2,5,3.666666667,1,1,1,1,0,0,0,0,0
