EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
1.704761863,0.568253994,1.630631328,0.312070787,1,0,0,0,1,100,0.08025682,100,0,0,0,0,2,1,2,50,1,50,1.083467126,87.09677124,0.5,0.25,0,0,3,3,6,50,1,33.33333206,1.083467126,81.8181839,1.5,0.25,0.5,8.333333015,4,3,9.44E-07,7.08E-07,7,0.000165,2.68E-09,3.79E-07,4,6150307,6150281,0.040518302,0.040518474,0.5,8.05E-06,0.009948139,14.16666698,9.833333015,0.005682578,0.003944377,2.004511356,0.668170452,1.09435904,0.441726267,0,6,104,5,0,2,0,15,2,6,0,0,2,7,25,1,7,12,27,0,5,7,7,25,12,11,22,62,21,0.4,17,43,5,29,0,7,2,65,1,1,1,2,6,2.285714286,1,9,2.571428571,1,5,1.714285714,1,8,1.5,0,0,0
1.611111164,0.402777791,1.074544311,0.540467262,2,0,2,0,2,100,0.160513639,66.66666412,1,0.5,0,0,2,1,2,50,1,50,0.481540918,66.66666412,0.5,0.25,0,0,4,3,12,25,1,25,0.481540918,50,4.5,0.375,2,16.66666603,10,2,2.36E-06,4.72E-07,12,0.000283,3.18E-11,4.49E-09,10,6150304,6150300,0.040518321,0.040518347,1,1.61E-05,0.009487998,11.08333111,10.58333397,0.004445781,0.00424522,2.516666651,0.629166663,0.730431557,0.795073032,0,3,49,2,3,1,0,5,1,3,0,0,1,4,25,1,4,5,8,0,0,2,1,8,5,4,8,16,6,1.56,8,14,2,11,0,4,1,0,1,2,2,2,1,1,1,6,1.5,0,2,1.25,1,1,0.5,0,0,0
24.71564865,0.915394425,0.283330888,0.732875943,21,23,420,5.476190567,5,23.80952454,1.364365935,38.63636398,198.5,0.472619057,317.3333435,75.55555725,22,31,462,6.709956646,3,13.63636398,1.083467126,29.67033005,215.5,0.466450214,327.1666565,70.81529236,27,36,702,5.128205299,4,14.81481457,1.444622755,33.02752304,333,0.474358976,464.6666565,66.1918335,245,428,5.78E-05,0.000101,601,0.0142,1.85E-06,0.000261,245,6150260,6150259,0.040518612,0.040518619,526.166687,0.008476207,0.00144113,24.5,24,0.009827517,0.009626956,24.73486519,0.916106105,0.282692015,0.734952688,2,10,1709,20,76,2,11,280,3,13,9,2,3,97,290,1,97,257,265,2,18,23,17,772,257,149,273,1176,455,0.25,268,728,20,489,0,88,3,98,1,0,22,1,30,5.319587629,0,36,5.020618557,1,351,8.134020619,1,8,1,0,0,0
1.049999952,0.524999976,1.19719398,0.194874913,1,0,0,0,1,100,1.083467126,100,0,0,0,0,2,1,2,50,1,50,1.083467126,87.09677124,0.5,0.25,0,0,2,1,2,50,1,50,1.083467126,87.09677124,0.5,0.25,0,0,8,2,1.89E-06,4.72E-07,8,0.000189,5.15E-09,7.29E-07,8,6150284,6150282,0.040518455,0.040518466,0,0,0.009871866,14,13.33333302,0.005615724,0.005348308,1.195789456,0.597894728,0.852903783,0.712316513,0,17,50,3,0,1,0,4,3,18,0,1,3,1,18,1,1,3,16,0,1,4,1,13,3,1,18,28,10,0.64,5,28,3,24,1,1,4,0,2,0,2,1,5,5,5,9,9,9,3,3,3,2,2,2,0,0
1,0.5,1.627017617,0.031870347,1,0,0,0,1,100,1.083467126,100,0,0,0,0,2,2,2,100,1,50,1.083467126,77.14286041,0,0,0,0,2,2,2,100,1,50,1.083467126,77.14286041,0,0,0,0,11,2,2.60E-06,4.72E-07,11,0.00026,7.74E-09,1.09E-06,11,6150284,6150281,0.040518455,0.040518474,0,0,0.00959967,14.16666698,13.33333302,0.005682578,0.005348308,1.134413004,0.567206502,0.876009166,0.734110177,0,8,56,3,1,2,0,8,2,9,0,1,2,2,29,1,2,4,7,0,1,7,1,10,4,4,7,21,6,1.38,6,13,3,8,0,2,4,0,1,0,2,2,5,3.5,2,6,4,2,3,2,1,2,1.5,0,0,0
4.133591652,0.516698956,1.167412639,0.618250668,7,16,42,38.09523773,1,14.28571415,1.364365935,47.88732529,13,0.309523821,0,0,2,2,2,100,1,50,1.083467126,90,0,0,0,0,8,19,56,33.92856979,1,12.5,1.364365935,45.94594574,18.5,0.330357134,2.333333254,4.166666508,11,60,2.60E-06,1.42E-05,62,0.00146,5.70E-07,8.06E-05,11,6150274,6150282,0.040518519,0.040518466,4.166666508,6.71E-05,0.006519316,14,17,0.005615724,0.006819094,4.870775223,0.608846903,0.867721617,0.666792393,0,4,435,4,1,1,6,82,1,4,0,0,1,63,29,1,63,79,134,0,27,5,62,154,79,68,130,321,101,0.09,85,231,4,151,0,63,1,97,1,0,2,2,8,2.047619048,0,11,1.825396825,1,5,1.285714286,1,2,0.230769231,0,0,0
2,1,0.555555582,0.27807194,2,0,2,0,2,100,1.123595476,100,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,1.123595476,100,1,0.5,0,0,0,3,0,7.08E-07,3,7.08E-05,1.72E-09,2.43E-07,0,6145301,6212556,0.040551309,0.040112313,0,0,0.010394282,1,14.83333302,0.000401123,0.005949993,2,1,0.555555582,0.27807194,0,1,35,1,0,1,0,1,1,1,0,0,1,1,25,1,1,1,4,0,0,1,1,0,1,1,4,5,0,5,5,4,1,3,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
1.088888884,0.544444442,1.088966846,0.339482784,1,0,0,0,1,100,1.083467126,100,0,0,0,0,2,2,2,100,1,50,1.123595476,71.79486847,0,0,0,0,2,2,2,100,1,50,1.123595476,71.79486847,0,0,0,0,16,2,3.77E-06,4.72E-07,17,0.000401,1.76E-09,2.49E-07,16,6150284,6150282,0.040518455,0.040518466,0,0,0.009084363,14,13.33333302,0.005615724,0.005348308,1.930921078,0.965460539,0.745817423,0.653005004,0,7,72,5,2,1,0,9,2,7,0,0,2,4,24,1,4,9,15,0,2,5,2,17,9,4,17,40,16,0.6,8,33,5,21,0,4,2,37,2,0,2,1,5,2.75,1,10,4,2,10,3.5,1,2,1.166666667,0,0,0
2.966989517,0.741747379,0.969549477,0.277544826,4,6,12,50,1,25,1.083467126,61.36363602,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,50,1,25,1.083467126,61.36363602,3,0.25,0,0,0,96,0,2.26E-05,96,0.00226,2.52E-08,3.56E-06,0,6147790,6212556,0.040534891,0.040112313,0,0,0.005314284,1,15.33333302,0.000401123,0.006150555,2.995924711,0.748981178,0.720351815,0.259368032,2,4,238,6,4,1,12,41,1,5,0,0,1,27,41,2,27,38,58,0,4,8,21,83,38,32,58,159,62,0.26,38,120,6,80,0,27,2,93,1,0,1,2,13,4.333333333,0,11,2.851851852,1,11,1.592592593,1,2,0.4,0,0,0
2.24444437,0.561111093,1.450920105,0.436918527,4,5,12,41.66666794,1,25,1.083467126,67.5,3.5,0.291666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,41.66666794,1,25,1.083467126,67.5,3.5,0.291666657,0,0,0,12,0,2.83E-06,12,0.000283,5.49E-09,7.76E-07,0,6147790,6212556,0.040534891,0.040112313,0,0,0.009534169,1,15.33333302,0.000401123,0.006150555,2.24444437,0.561111093,0.990031779,0.502152443,0,1,76,1,0,1,0,6,1,5,0,4,1,6,54,1,6,6,9,0,0,1,6,0,6,6,9,9,0,6,13,9,1,8,0,6,1,0,0,1,0,0,2,1,0,1,1,1,1,1,1,0,0,0,0,0
