EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Densit(in),nWeakC(in),pWeakC(in),2StepR(in),ReachE(in),Broker(in),nBroke(in),EgoBet(in),nEgoBe(in),Size(out),Ties(out),Pairs(out),Densit(out),nWeakC(out),pWeakC(out),2StepR(out),ReachE(out),Broker(out),nBroke(out),EgoBet(out),nEgoBe(out),Size(un),Ties(un),Pairs(un),Densit(un),nWeakC(un),pWeakC(un),2StepR(un),ReachE(un),Broker(un),nBroke(un),EgoBet(un),nEgoBe(un),OutDeg,Indeg,nOutdeg,nIndeg,Degree,nDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,InClose,OutClose,Between,nBetweenness,Inforcent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,label,defect
3.641203642,0.728240728,0.613240898,0.223337457,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,2,40,1.07066381,47.61904907,8,0.400000006,0,0,5,4,20,20,2,40,1.07066381,47.61904907,8,0.400000006,0,0,6,28,7.52E-06,3.51E-05,12,1.50E-05,5.01E-08,7.08E-06,12,3491292,2498018,0.053504549,0.074779287,0,0,-3.77E-14,108.3815918,1,0.05798908,0.000535045,3.953703642,0.790740728,0.420922548,0.183870926,0,9,67,2,0,1,0,3,2,13,0,0,2,2,22,1,2,3,21,1,1,2,1,15,3,2,21,32,7.00 ,0.69,13,28,2,24,3,2,2,50,1,0,4,2,3,2.5,2,8,6,4,2,1.5,1,4,1.4,0,0,0
1,1,1,1,1,0,0,0,1,100,0.053533189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.053533189,0,0,0,0,0,6,24,7.52E-06,3.01E-05,2,2.51E-06,0,0,0,3489424,3491292,0.053533189,0.053504549,0,0,-4.53E-17,1,2,0.000535045,0.001070091,1,1,1,1,1,16,367,9,0,1,2,57,4,23,2,4,4,13,74,2,13,52,71,0,5,11,12,157,52,19,76,244,112.00 ,0.3,50,188,9,138,2,11,4,84,1,0,0,2,6,3.538461538,1,18,7.307692308,1,25,7.384615385,1,4,1.75,0,0,0
2.711111069,0.677777767,0.646366835,0.158169031,1,0,0,0,1,100,0.374732345,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,10.22483921,95.02487183,2.5,0.416666657,0,0,4,3,12,25,2,50,10.38543892,93.2692337,4.5,0.375,1,8.333333015,39,1,4.89E-05,1.25E-06,18,2.26E-05,1.69E-05,0.0024,13,3485691,2554556,0.053590521,0.073124252,290.1248474,0.008318859,-3.77E-14,97.21221161,2.833333492,0.052012954,0.001515962,3.350502253,0.837625563,0.373226404,0.134233192,0,10,171,5,0,2,0,18,2,18,0,6,2,7,62,1,7,17,25,7,3,6,0,49,17,11,26,88,37.00 ,0.7,21,63,5,46,1,7,3,61,2,1,2,1,5,2.714285714,1,10,4.714285714,1,5,2.428571429,1,4,1.4,0,0,0
9.915522575,0.826293588,0.369069487,0.311779678,9,9,72,12.5,1,11.11111069,1.231263399,40.35087585,31.5,0.4375,0,0,3,0,6,0,3,100,1.017130613,100,3,0.5,0,0,12,18,132,13.63636398,3,25,1.552462578,38.15789413,57,0.431818187,18,13.63636398,30,0,3.76E-05,0,34,4.26E-05,2.17E-06,0.000306,6,3468879,3483821,0.053850248,0.053619288,23.5,0.000673824,-3.77E-14,4.5,11.5,0.002407705,0.006153023,10.36195183,0.863495946,0.258159339,0.272528619,0,8,123,5,0,1,1,15,3,17,0,8,3,5,57,1,5,13,17,4,2,7,1,32,13,7,17,53,24.00 ,1.08,13,41,5,29,0,5,3,73,1,4,2,2,7,3.2,1,9,3.6,0,5,2.6,1,2,1.285714286,0,0,0
5.182619095,0.740374148,0.543754458,0.295081943,5,0,20,0,5,100,0.642398298,46.15384674,10,0.5,0,0,2,1,2,50,1,50,0.856531024,61.53845978,0.5,0.25,0,0,7,9,42,21.4285717,1,14.28571415,1.07066381,38.46154022,16.5,0.392857134,2,4.761904716,2,1,2.51E-06,1.25E-06,30,3.76E-05,1.08E-07,1.53E-05,6,3476352,3481955,0.053734489,0.053648021,6,0.00017204,-3.77E-14,4.5,7.333333492,0.002407705,0.003923667,5.746683121,0.82095474,0.36702475,0.230741113,0,7,136,5,0,1,1,16,2,13,0,5,2,7,56,1,7,15,20,7,2,6,0,31,15,7,20,65,26.00 ,0.86,16,46,5,30,0,7,2,76,2,5,1,1,7,4,2,10,3.142857143,1,9,2.714285714,1,2,1.111111111,0,0,0
6.295277596,0.899325371,0.306249857,0.213848591,1,0,0,0,1,100,0.588865101,100,0,0,0,0,6,3,30,10,4,66.66666412,9.100642204,70.24793243,13.5,0.449999988,0,0,7,5,42,11.90476227,4,57.1428566,9.207708359,67.98419189,18.5,0.440476179,4,9.523809433,0,1,0,1.25E-06,40,5.01E-05,0.00034199,0.048364624,39,3487557,2528873,0.053561848,0.073866896,145.0870972,0.004160136,-3.77E-14,90.7156601,2.5,0.048537005,0.001337614,6.346199036,0.90659982,0.25368461,0.286462069,0,29,241,17,0,4,5,29,9,53,0,15,9,3,67,1,3,26,36,3,5,20,0,106,26,12,36,143,54.00 ,0.47,35,90,17,64,8,3,10,53,3,0,4,1,13,7.333333333,1,16,10,1,17,9.333333333,1,3,2.4,0,0,0
4.910277843,0.818379641,0.404255331,0.096969776,0,0,0,0,0,0,0,0,0,0,0,0,6,5,30,16.66666603,2,33.33333206,1.766595244,44.59459305,12.5,0.416666657,0,0,6,5,30,16.66666603,2,33.33333206,1.766595244,44.59459305,12.5,0.416666657,0,0,9,1,1.13E-05,1.25E-06,30,3.76E-05,2.13E-06,0.000302,30,3491292,2519667,0.053504549,0.074136779,0,0,-3.77E-14,86.6299057,1,0.046350941,0.000535045,5.383377075,0.897229552,0.259993047,0.240242258,0,24,212,17,0,3,5,26,8,44,0,13,8,3,57,1,3,23,33,3,5,20,0,93,23,9,34,126,44.00 ,0.45,29,78,17,56,5,3,9,63,3,0,4,1,13,6.333333333,1,13,9,1,17,8.333333333,1,3,2.4,0,0,0
1.166666627,0.583333313,1.003086448,0.109508395,1,0,0,0,1,100,0.588865101,100,0,0,0,0,1,0,0,0,1,100,0.321199149,100,0,0,0,0,2,1,2,50,1,50,0.695931494,76.47058868,0.5,0.25,0,0,19,1,2.38E-05,1.25E-06,3,3.76E-06,2.43E-09,3.44E-07,2,3487557,2518371,0.053561848,0.074174933,0,0,-3.77E-14,70.2073288,2.5,0.037564114,0.001337614,1.888888836,0.944444418,0.589239478,0.244354457,0,21,73,3,0,3,0,3,3,32,0,9,3,1,25,1,1,3,11,1,1,3,0,30,3,3,11,41,11.00 ,0.61,7,22,3,19,2,1,3,100,4,0,0,1,1,1,1,6,6,6,3,3,3,2,2,2,0,0
1,1,1,1,1,0,0,0,1,100,0.642398298,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.642398298,100,0,0,0,0,24,3,3.01E-05,3.76E-06,1,1.25E-06,3.33E-09,4.70E-07,0,3467023,3491292,0.053879078,0.053504549,0,0,-3.77E-14,1,7.5,0.000535045,0.004012841,1,1,1,1,0,1,29,1,1,1,0,1,1,6,0,5,1,1,21,1,1,1,4,0,0,1,0,0,1,1,4,5,0.00 ,4.2,3,4,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2.900000095,0.725000024,0.631733418,0.204178914,1,0,0,0,1,100,0.588865101,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,1.391862988,68.42105103,2.5,0.416666657,0,0,4,2,12,16.66666603,2,50,1.498929381,57.1428566,5,0.416666657,2,16.66666603,23,4,2.88E-05,5.01E-06,10,1.25E-05,1.59E-07,2.25E-05,9,3487557,2519720,0.053561848,0.074135222,12.9852457,0.000372331,-3.77E-14,82.58585358,2.5,0.044187188,0.001337614,3.559064388,0.889766097,0.346204668,0.224633217,0,6,62,2,0,1,0,3,2,10,0,4,2,2,24,1,2,3,12,2,1,2,0,17,3,2,11,31,6.00 ,0.77,7,17,2,13,0,2,2,50,3,0,2,1,1,1,1,6,3.5,1,2,1.5,1,1,0.75,0,0,0
