"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63"
5.31039738905133,0.0320691073098939,0.494357645497555,0.516742934083532,0.021336968437781,0.380730381102524,0.0609701959714928,0.242587616808295,0.0357840561874391,0.0156584826390335,2.30441359599283e-05,0.00675148110301948,4.4206450174562e-05,0.00272866786835493,0.117981110389567,0.517191800754394,0.017595430401696,0.128674580764283,0.219103245071098,0.0114569995620379,0.408966473381863,0.166397305651059,0.0253713306036786,0.0133737278405802,0.0461171799004794,0.556154352739001,0.0846269704187366,6.55681325956501,2.76471473203975,0.484274502095744,0.0269232689716051,0.0675346201969748,0.145770945043754,0.762199300548229,5.09560059419913,4.99108837617888,0.98208669382827,0.0992962172593151,0.245060321525326,1.19640978949266,0.00488285060003216,0.000104082877434437,0.000116821481183028,0.0223993811474127,0.694356935026333,64.8906953699637,1.48136451803936,0.0120695792154968,0.0283550144467721,0.00212094658339274,0.0117600076616623,0.000809187882679033,2.9444403989231e-15,7.69785566560913e-13,4.23813850140788e-12,5.45248921462528e-25,1.83720679315528e-23,0,0,0,0,0,0
0.0701262354385175,0.527965127895619,0.0120219495823557,4.90432185168976,9.46482506686776,5.57418510491796,2.97961185879234,0.00167971465858786,0.0847166145689869,2.54721331759312,0.0230474007899163,0.189619832167947,0.0656377358351525,0.178830545075457,3.81820754712128,0.295959807909222,0.750154760626821,1.04460278217406,0.000736522433423079,5.0645856300514,2.97049897177932,2.55121814377825,3.51196425729398,0.230984723185323,2.84595798173013,2.4120283672253,0.289293391658534,0.231111906032716,0.0018129575498049,2.34163879143109,0.0014507779474124,17.7615441552435,25.2412720567103,0.22605967844678,0.818748791373844,0.632615831171111,0.0997515615770537,0.000183517166234707,0.199744846020596,0.0266700136956649,9.15889369391856e-05,0.000316973172415748,0.00162247656570831,0.000201624676053608,0.000155896088991801,0.00489500458429635,0.000111619778188529,3.11691760320241e-06,8.49227858266277e-07,1.17153883983409e-07,4.38586586891937e-07,1.67104990456201e-07,3.4738741435905e-16,3.75993280593187e-15,2.26182980702462e-16,1.34045401026344e-28,8.66824611381571e-27,9.81784636750283e-30,3.15544362088404e-28,1.0899213008183e-31,9.64888080951564e-31,7.61370629763473e-32,7.56082668426299e-31
0.297183465071856,1.11792337284689,2.11048713111026,2.4799494253315,3.73704117963291,7.45451841973582,1.36327414988757,0.205035787944731,2.44223650447798,0.210879137719664,0.0881518749409483,1.60227036746628,0.317156269659092,0.00584657659497318,5.06642368682331,0.281402120385623,0.0313142371828388,0.280688384633013,0.314912169135204,6.96291191219686,0.481474376269113,0.303741521802873,5.1676290268034,0.815794890090656,6.89652214803901,0.35729345798254,1.48620020674544,1.72247945945212,1.43437600445696,0.00570760228204381,0.683179907565781,0.0606644573468924,40.400956130992,1.43992618110037,0.395424063108262,1.08010783861769,0.00141880274247609,0.389261517035022,0.494026537656493,0.00487218721705008,0.00675034555933567,0.000615393170139849,0.00118623385699041,7.14397085222139e-05,1.86675330035714e-06,0.000691516364019545,1.95487992345157e-05,8.72598447678857e-07,1.05579208814828e-08,8.38442647288911e-08,1.34221912040574e-07,6.44823886077311e-08,9.72539978539984e-18,9.66715011030218e-16,3.74864130571718e-18,1.34663798023314e-28,3.60139765380836e-26,8.0122814755007e-30,2.7531833232605e-29,9.45189057580219e-30,5.08904500352106e-30,3.19852202541469e-32,1.45690264399671e-31
0.039124557214993,1.24004949936215,0.367335644578463,0.701676519983113,0.252281310428135,0.0996896801621661,8.52634620962322,0.24682650898782,13.7474411713682,9.57072639467352,0.43109983066311,0.487673365002766,0.43907586909728,3.11076904282014,0.352272835386026,0.100980250443631,2.7214951525321,0.174801001501976,18.2729166038866,0.797876007729331,1.52017992543976,3.41803113105333,6.85553035579734,1.64638571882032,0.112215960663008,0.561167111546005,2.03202423031492,2.4481324561882e-05,0.652556276585065,6.12577040861918,2.28880391447611,8.31492194919254,3.6696203925178,0.468493839115299,0.199734594964717,0.0125181870779265,0.000299584348861634,0.393204090455554,0.0102426068427343,0.0307686611862022,0.00607763755995582,1.162105461156e-05,0.000343643801892074,0.000250809438800889,2.5670901764874e-05,0.000338475674729104,3.65064348002965e-07,2.51731911163525e-10,6.78362111085508e-07,3.05800781059334e-08,1.83980215638949e-07,7.5438022145688e-09,1.38035896089163e-18,3.70834419015225e-17,6.45713727756735e-18,1.82410721141518e-28,1.55737876827661e-27,1.30595576564749e-29,2.45373350858893e-29,6.7469220507635e-31,1.416966279867e-31,1.83371376476252e-32,3.87978089479169e-31
5.21543247379518,0.0838573509853739,0.555114718140099,0.706288913117165,0.0205583173722442,0.345668355305144,0.067395427565956,0.203638234657423,0.0178641420901106,0.00621960462743351,0.000939288186151912,0.00249992739425059,0.00428663265116237,0.00323027511998255,0.135455064304015,0.508729279678166,0.0120162514479424,0.0927435825073188,0.218247801147248,0.000853750811156402,0.448970220245794,0.161774691534416,0.015138263413289,0.00716746958540203,0.033049110101598,0.337957180489256,0.0709570670525344,6.57068097153123,3.02216398817714,0.574103321603172,0.0496169067426601,0.0667902402220284,0.0491784393458365,0.938418225512521,5.6119352995501,5.20706875248204,0.958576491133633,0.194802272758395,0.0113495854969375,1.35873165375518,0.0331105386532145,0.0163774206561378,0.00235939619020624,0.0780872701916489,0.338636824355718,22.4688421202771,14.2901271677328,0.662179179016328,25.4856699200748,2.43608324076594,0.297968277297326,0.00108910290599816,2.3748772792069e-10,8.30514538525444e-12,2.51246704343122e-13,4.27580551058741e-26,3.15921622592871e-23,8.08031749013598e-26,1.59726032018143e-27,1.5370231649603e-27,4.78401869921782e-29,1.17461941831339e-32,2.47958275953219e-25
3.45211976136891,0.0801410796314554,0.347973778629865,1.93142761142273,0.0949723569624011,0.854947215484775,0.00249214041134394,3.16131647710419,0.920286282271862,0.936956379547824,3.73536802938817,2.39690512269312,0.053524731905907,0.508062604843619,2.0192043312958,0.00136557944814221,1.56912130630417,0.270553517112976,0.520157745711624,0.260363215753247,6.76152254434256,3.97551970274604,0.480157803033422,1.33929506758196,0.70675663822157,0.250631845113249,9.3154485309542,1.23629203485221,9.60852373593145,1.75511441081112,0.104303275676937,0.262280047943337,0.50184786084723,0.388492330027033,2.69538959372244,15.363617625759,1.0792614564032,0.0407369176585274,0.740994300437716,13.8064948783869,0.442035073210603,3.67218700164424,2.33211761906026,0.00220929626386795,3.22804549092922e-08,0.000165920793004831,0.000493283081649927,0.0204317198102185,1.25814708635823e-05,0.00034018648608524,5.89644922901554e-08,1.00314190628799e-06,1.68625023013953e-14,4.59014196963031e-16,1.55947704581599e-14,3.77329608234359e-05,2.64750878753458e-09,6.16083861457255e-09,2.86123827322125e-05,1.86583578027036e-10,1.10022090091437e-09,3.8312906779237e-11,5.73123019627647e-10
4.98345009401921,0.0341487663740115,1.07265083472277,0.524043047297664,0.00213292148740038,0.0198459777860883,0.149767625321475,0.382989189121032,0.055802326575194,0.00883430654549773,0.000914897751510103,2.24391728465995,0.063400124517421,0.0465203924004182,1.33479288678154,0.536250750428541,0.696293122082285,0.119657071649875,0.0975637902599354,0.00717760037692243,1.31204557561443,0.412409720824276,0.0100255773182012,0.259850048662207,0.0184230178206151,1.46803820638331e-05,1.17477137199481,0.0945824575596042,0.99046617956672,0.0407711926039854,0.133981161961987,0.0572699820745019,0.212188751108064,0.64869996470995,3.26239998928425,3.43959448512723,0.956940119594673,0.0972064580566556,0.00383530531736308,0.000660205377874462,0.000751697560477018,0.00362945348553268,0.0166897391915272,0.00649820132229882,3.68250507405707e-05,4.5767524274577e-05,0.265712687056619,23.7341585482501,0.02564877463883,0.39387330443232,0.000123648591877782,0.00250167159865667,1.61558563712091e-11,2.59173262256154e-13,3.70814781104966e-11,28.4572365709299,0.00199668358677419,0.0046463473330657,21.5787292197813,0.00014071657522806,0.000829758539397342,2.88946170186515e-05,0.000432234762466827
0.000117868336015833,0.600644119327699,0.443268029682999,0.00998278964418777,1.29635459410442,0.792317963195958,4.12865035101562,1.10192459796832,1.36557360868073,7.9093818726762,7.8490089713726,1.00962374272966,0.135388717392361,51.9066958459078,2.6114507494119,0.751959533924588,0.607795862259125,1.59311956418186,0.0154677207067959,0.251689862221588,3.94798524577973,2.43374354622435,0.602127199871024,0.0923685466435688,0.0750514332791289,3.41096060828884,8.41742242320288e-06,1.01353238240339,0.040564283537081,0.635887150312201,0.267409715315616,0.290940028464759,0.0768835961443072,1.52564063836489,0.117686195964433,0.0159844659193094,0.240931238883921,0.800488787554446,0.0129014058762277,0.016805859138956,0.000864251670073436,0.00049104999817926,0.000261629303878308,3.43336448308827e-05,6.78946914843675e-06,1.68886603826371e-06,2.17823150569638e-05,1.97824498186883e-08,9.83743405374556e-07,2.52278933471482e-07,1.0767301011616e-07,1.1259783015097e-09,7.91862596387878e-16,2.13005598856293e-16,1.54970336642183e-17,1.13138779550418e-28,9.66292622411232e-28,2.94314563391023e-31,9.90617301302361e-29,6.90403850119522e-31,5.56615401391066e-33,6.48433196974637e-32,4.93047445209341e-31
1.87094969244511,0.0258429086639737,0.231411304676548,0.183629447791459,0.000284358417214589,0.0137268778852137,0.432785327427864,6.24625891920821,0.926795379300155,1.88701291070999,5.41087013484377,19.8874842652364,0.041651709503456,2.9765289719187,19.4810746545186,8.30911117411827,0.815150002686538,0.257758156836315,0.351980297879145,0.0374252010583969,1.24187371734445,0.108817825424036,0.00403213343637068,0.0591176841054746,0.0060290985217926,0.799188295607423,0.130619490655581,5.38912318016689,2.67517947568934,0.986693491166565,0.192525689338969,0.0635260876884893,0.638266203466099,0.125941160387891,1.25666127812216,8.72192233426909,1.85834990887592,0.181034104515299,0.158482250636844,4.05549243931326,0.0404957774855626,1.26100107977899,0.623456494433536,0.0325852714508453,1.7895435695791e-06,0.000502914518510286,0.000242559050277208,0.000954078116777479,5.39048908778435e-05,3.22807797931122e-06,9.46602514630606e-05,6.98544309552704e-07,1.25094904796968e-14,7.39819640923491e-16,2.07002334254242e-16,1.08548376798229e-28,3.10469473274973e-27,6.82101610862863e-30,1.29105014748552e-30,2.09133323867908e-31,9.13019124820169e-32,3.03639953372328e-32,3.80752729714138e-30
3.26566234172838e-06,1.78403579274933,0.765260617838134,1.16100579687254,0.761202047840741,0.0191599262483565,11.0496175538714,1.64757645454058,0.00248730105547951,7.39379377172303,16.6562027496041,0.651160945551129,0.044236098936178,0.248975529315094,2.62230489342793,1.01026516543385,3.05500292154689,0.672607405385923,1.05782841819626,0.104603475812214,0.21343176411463,0.0459706664532991,0.45041652617357,0.0531368789731615,0.00566302515495466,1.55074113572497,0.620056397745469,0.951657121971788,0.133810574474351,0.0255001448231422,0.0488671820198461,0.149764558955841,0.0415514750807814,22.7841813669903,0.860039277366026,0.43391659018878,2.96249472501879,16.9961692100168,0.263940281660542,0.611437003105455,0.0295747966665814,0.0424921243221562,0.0169926560568829,0.000764107545622002,4.80368643782205e-06,7.30946370661225e-05,2.68803518452488e-06,1.62086637391026e-05,1.86531370066238e-10,5.70925073906304e-07,2.91108199310716e-06,5.6875692796525e-10,1.97430590884583e-15,1.28864536180994e-16,1.28421741976616e-16,2.87027412283598e-28,3.05671044496413e-28,8.30131062071405e-30,5.17504715843576e-28,2.3646569015763e-31,1.05332146916542e-31,9.23197793469095e-31,1.02752633969872e-30
