"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
4.08005431832507,0.30445373926902,0.00332274619357722,3.80078131730498e-05,0.586421241403617,0.251113700833665,0.393895090721051,0.207570609482656,0.59145550265539,0.0299543328360655,0.0973150356175276,0.0184026524971489,0.114895411546155,0.0599760828946349,0.128954418320359,0.033108568221279,0.000994058954847307,0.0444088762642437,0.000281516929478951,2.16181736177795,0.177295170510522,0.191750385025051,0.682999408636697,0.00821073666719047,0.377406061427438,0.00255871754007975,0.0333946363099989,0.0251600586613813,0.185696660901969,0.0359427757575418,0.786717431181238,3.39514279067337,0.306528913986831,0.306035926445715,0.156407350057716,0.896405617108021,0.0111201203533239,0.00823178900381496,0.060835347896329,0.325644300022007,0.0101101423987543,1.22752936582529,5.07958458243678,0.115752155878996,1.2740821358221,0.162578017488816,0.424542849785716,2.3739411111039,0.34929889166364,24.1442988507909,14.6747862005417,4.15927550474838,28.9222972896972,5.22511060278687e-06,2.05978897149128e-07,3.75598047266742e-12,1.43803297197851e-14,1.3719483679967e-12,2.23822898845665e-15,3.07017514118123e-14,0,0,0,0
0.102862219153744,0.079057105105285,1.17536824194771,16.917604660503,0.699096793435106,0.407744613162701,0.628697805810277,0.000722452599517597,2.27236987317804,1.26601441381419,0.913051622806428,0.791670939751443,0.0027382719648878,0.0216739202401842,0.0875692336203225,0.0824013232678079,0.538633864172656,0.204309407305229,1.31946102782479,0.39409052926933,1.01919986598714,0.022358375946334,0.488005886380484,3.96305869732355,0.207939994296816,5.0620320921142,5.65885715027308,1.86898604546113,2.05176414278149,5.29692575032915,0.529416400689879,3.10894847468717,2.72280699804389,32.9675897791345,0.55080135093602,0.335834270750066,1.43688913524273,0.0315057064496943,4.05673017490788,0.383259618639884,0.000157069030969172,0.169713849474452,0.000702771183624905,0.0817567166400326,0.0121492505828167,0.00131899188237545,0.00608095276760356,0.00227613693858541,0.00596528483055229,0.0215663090195424,0.00949122515858946,0.00233675451337048,0.0184364584220463,7.88491335193479e-11,1.68871254586333e-10,1.09284826599255e-14,2.64603951156365e-17,1.36059759921199e-15,2.53608756458212e-16,2.66575045471984e-16,7.07854486200762e-29,1.01231692701854e-28,2.13853154538882e-28,2.27853130332829e-30
0.795332090468238,2.0726363853124,1.83922781784905,5.85991694222436,2.88259010268986,0.0826436645338668,1.3025479337859,1.92840417549186,1.01988328760883,0.432292773045006,0.000268058548035521,0.611506805766133,0.105647602884676,0.394229999629897,2.4506349054152,0.206458214483061,0.0155605509123758,0.464073162776408,0.00296930671510191,0.253356608339979,1.74691331579813,0.568306333564401,0.976815751094138,3.07682417913695,3.71207184393032,0.124614376927385,8.16016347244376,1.27215733331803,0.833343946148366,0.174661517000328,10.3838946562407,1.46019350414656,7.07735917311741,9.44089110610288,6.90920213227639,0.389102093679439,3.252857428293,0.741735448386456,14.4336663803807,2.38628088349465,0.0571610951429867,0.0096984294130904,0.00906993699315228,0.0482798756924796,0.00177036097444168,0.00138441772331841,0.0186146538371906,0.000422429502486753,0.000268730584223254,0.00950568469858819,0.00233272788528936,1.35366347959253e-05,0.000242846137955609,1.07240341799702e-08,9.57597495881127e-11,5.85559806436067e-14,6.91439340431138e-17,2.94734690482851e-15,1.7704433824323e-18,3.5068840673225e-18,7.23683236817184e-29,2.82988118874065e-30,2.26011766068852e-28,1.35730825769342e-29
0.00016354869787387,2.04554820901306,2.32234755049215,4.38858332590742,4.60059486483233,4.39086347149232,0.0303324715123361,3.25734522573307,0.501542321274056,0.0162684912672436,1.72149085540009,0.298887479725393,0.00389986658593902,2.77569525467062,0.585672015432687,8.09685077263545,1.11346496006236,1.39751295437792,1.34072294046326,0.530539970852746,1.66006071619007,0.00915063093942163,0.128993772241592,0.0272634798111753,0.914333543859175,0.403010514348148,0.0458274350310685,0.130011073543587,3.98072637805735,0.267850877960399,1.88459588605408,0.530349963183871,0.674685224443196,4.89333214808991,5.57923036828545,4.92628037919937,17.9049132117715,0.754986208093887,14.4529940381608,1.09555737909949,0.0176840075845437,0.203848103639945,0.00197860292239482,0.0218785566879506,0.0556508761361219,0.00855745848133621,8.13491243233248e-05,0.00213157411133619,0.00359637911841484,0.00138928605967748,0.000721277841614234,2.81789319400172e-08,2.71631372553217e-06,1.64302772208811e-09,3.36483911776757e-09,3.00819653334034e-15,1.4495056129187e-17,1.66464644385129e-15,3.31506164590806e-16,1.5290787023479e-18,6.19409529618032e-29,7.33733621782462e-29,8.37468844206161e-30,4.01053745916187e-29
3.6189120362616,1.18586618375141,0.00165540736629696,0.086289142323337,1.2292420126787,0.509258838753893,0.256447599847485,0.178874967351505,0.381191656921542,0.00382419345560483,0.228533280357896,0.0294033765558977,0.134322347191507,0.130961884688947,0.0486901275658751,0.10493538531296,0.000385970430425302,0.216705070239578,0.0255726234413281,0.892589700817538,0.209195711803949,0.123499887527108,0.831226286175614,0.00227268833895276,0.278932896254279,0.00223460098404345,0.000305491656288148,0.061167732126323,0.299650989921973,0.157704468537365,1.36981986883906,4.42236099148043,0.912122059181477,0.0218099837480451,0.377875088888886,1.82573145641299,0.0772461349438092,0.037111976900912,0.00503425107421463,2.30252423410619e-05,0.0415106792270478,0.56711183626591,6.94445148348607,0.0589368634456992,2.12225334285664,0.128383853107724,1.20027985827887,6.15907017827262,0.407854099174319,43.7489897798671,17.3826912614154,0.757633223468651,0.201845587063546,9.4598704731772e-08,4.64110385906831e-07,6.48649462585072e-12,5.04295136632556e-15,1.50749803317495e-13,8.59405786535106e-14,3.10385728730225e-12,8.46160401085787e-26,1.36762965401444e-25,2.6711941948489e-26,1.25583367645744e-27
3.32097035783934,1.20089574075916,0.336991803019839,0.832784998997261,0.303265329242072,0.00186944772359545,0.098471925646572,1.0176723373502,2.00940432692978,0.23793478823338,0.0761300118925278,0.00187222808355637,0.00811078388731932,0.155775794174288,0.00092123504953482,0.56982623253,0.000509445222534356,0.443549529477669,0.642199081935681,0.000473332430630425,0.20714283522349,0.0339919565655027,0.151106952205605,0.150658643422562,1.95323573614784,0.000258375560419788,0.12406831197215,0.503247542745153,0.131698120127289,0.372908506299411,2.78874489256806,13.9870046085659,0.00245811837200229,1.76391445236488,0.355090114083105,3.58384752591881,1.45376252364393,0.16722812783025,0.129573435145357,0.0504915991003522,3.74189055797821,8.46314263390557e-07,33.9480335003189,0.310062566006367,0.634054911702641,4.4943711250066,17.3746774787311,0.128716504114454,0.00606256394381391,0.0249534536745188,0.0268325720660151,0.123774192635489,0.0120106816732974,5.31987904094775e-08,2.81840056487488e-09,2.54521400363101e-14,1.35908903551251e-14,1.65379119146127e-13,1.99800656035823e-16,3.78035190338658e-14,0.000578356514544007,5.14405369524718e-05,0.00386787306312368,2.11415276496259e-07
2.99909653215068,1.24911488116405,0.862383049633863,1.32651006944404,1.19838755552092,0.0190666593855539,0.0636605017972021,0.000559591081579496,0.891776133492602,0.00863147012078976,0.0558649996098941,0.180082392881878,0.282181184010055,1.89831736600953,0.102929576767336,1.81042117305109,0.0438503327020544,2.30522951459901,0.469175839267541,2.23321201803127,0.302362197918383,0.304273024909637,1.97277474548082,0.00088304121881097,0.244146034002944,0.096961152547169,0.0631990826159544,0.0430071250212897,0.350456081650667,0.199514736227643,0.0339106270878736,1.51006923805055,0.171866240735446,0.100683003999726,0.0571691107061384,1.34461506146898,0.0538686111548646,0.0317856314728871,0.000562262691127628,0.0855569783177081,0.046102024154717,0.0027909469684665,2.31923108210836,0.278067241293672,1.34383784362097,0.153341429201648,0.268896033919061,0.0370616909016565,0.000705205646410931,0.293675313761917,0.0180097109610478,18.7099573959603,1.14139002858756,2.56335476072815e-09,9.32590626138266e-08,4.08135995944275e-14,3.5754368258823e-13,8.10376437582456e-11,2.27510522236695e-12,5.5096862584987e-14,6.48306370562628,0.576620595987729,43.3567649764955,0.0023698508990293
0.000164843676993094,0.263176683583944,3.15064337341167,0.54615041673188,1.62312165201919,0.0129542357559896,0.641932415543562,1.97171633404419,0.0240450218165002,0.207776545590495,1.4284894770217,1.23463070704658,24.1126058362813,39.3133394358174,0.309136447903528,3.00862694658273,4.7038880544419,1.66774912830368,1.94018796685254,0.508762911557429,1.56375462853593,2.12248412618361,0.765874280899661,0.710473053088813,0.125805336989247,0.315629838199371,0.0431248569470257,0.86182146155809,0.00721480997676527,0.587729134414405,0.950625106600717,0.876131853964297,1.33987015950605,0.454671785915759,1.0911656941549,0.78522117852401,0.0139638356400231,0.0352410888345467,0.396475814767375,0.120616224426875,2.69391971603006e-05,0.0145873434647502,0.135128177968639,0.00767681389570216,0.00417113044244148,0.00011716248254441,0.00103554060548315,9.53722166581724e-05,1.36705054513926e-09,3.38894922953572e-06,0.000161637067890919,2.84587989180082e-06,9.36867927131876e-07,6.45134508802155e-09,3.26175892215087e-11,4.38076105320793e-15,3.36164374964691e-16,1.01824122817842e-17,4.33366420289093e-19,2.08654956945981e-17,2.45921994598806e-28,1.05463923754645e-28,1.23259516440783e-30,1.20370621524202e-33
0.535704889852836,0.0922686764896332,0.58964747291336,0.842229219580911,2.22206215738118,0.72459337904743,2.09164583870685,12.3981642825468,21.0954462669979,0.160826221907154,0.40479436745049,0.148138522328415,0.327285626970652,0.407445947281226,8.22974919096146e-05,0.338821793153317,0.038606093793991,1.5611918290371,4.31933209866801,2.13881136209317,0.252481051737551,0.073200965570713,1.58090016431439,0.113947329897563,1.64211649031626,4.23356339221714,1.76210147727745,2.59364407902333,15.3545115173392,5.49005425303157,4.36463981504682,0.0395080533194367,0.0799111185156234,0.537497035035121,1.01471223083256,0.0552413553018224,0.0245397127399705,0.438241277104972,0.000705393580217859,0.403973172747822,0.0572437216684702,0.00927043906842948,8.88896179051412,0.0129049225677198,0.0826826324792135,0.393238939852792,0.0575144345826954,0.00123139859345351,0.00281639030576077,0.00131896309934867,6.6236868314652e-06,2.37466737283434e-05,0.000197766509669907,1.38775269619694e-09,3.68281116053162e-10,1.02394245268889e-15,3.03862952094192e-16,4.81565037210864e-15,1.16759282238655e-17,1.37023870389974e-15,2.6858165125328e-29,2.38037606041513e-27,3.26716711788451e-29,5.14394902816604e-29
0.0278104006793626,0.00863969422216451,1.30907829792914,0.0459486730122065,1.38597724501239,13.1713071782056,0.0261343735858974,19.8865992404956,3.13631569437436,1.22880028184222,0.318825763534956,3.30409958938421,1.0745694095147,0.0351457545115103,0.63700104321227,2.96711048825057,0.393851053870976,0.0318376919980511,0.19862719233685,0.25289883750528,1.05558317258128,0.0450050551691188,0.244573265953415,0.104486854030349,0.200458735739285,0.128744057202537,0.195650990383203,0.120604491596215,0.229158598757305,0.0224199042689011,1.05959558584468,2.58035199847919,0.322552151818491,2.23705729181467,20.1012096817369,8.61153998107115,2.33143357137337,0.490858703871093,3.96445186303063,3.8328341511516,0.283903846677801,0.104800735358315,2.21811517517214,0.00829537959258779,0.0458374668523618,0.0144149681283546,0.00198889925451325,9.19929015298789e-06,0.000204993658914557,0.00272788178153097,0.000114645746141532,0.000306350036434698,0.000132418611852112,2.85944197895167e-08,1.89260864031596e-09,1.99115521978946e-14,2.34197942243303e-15,5.82167238143107e-17,6.29226297427197e-18,3.16156639028515e-18,3.67582537795917e-29,4.73966845415391e-28,1.01881694058085e-29,7.79426222992104e-32
